case,run,sample,ns,pairs,contacts,compression_m,reserved_bytes
threads_2,1,386,4270375,3720,3720,0.68389,7300200
threads_2,1,387,4300708,3720,3720,0.684009,7300200
threads_2,1,388,4316000,3720,3720,0.684126,7300200
threads_2,1,389,4052250,3720,3720,0.684242,7300200
threads_2,1,390,4191708,3720,3720,0.684359,7300200
threads_2,1,391,4127666,3720,3720,0.684474,7300200
threads_2,1,392,4195000,3720,3720,0.684589,7300200
threads_2,1,393,4175000,3720,3720,0.684704,7300200
threads_2,1,394,4173875,3720,3720,0.684817,7300200
threads_2,1,395,4145959,3720,3720,0.684931,7300200
threads_2,1,396,4172792,3720,3720,0.685043,7300200
threads_2,1,397,4203250,3720,3720,0.685156,7300200
threads_2,1,398,4308709,3720,3720,0.685267,7300200
threads_2,1,399,4317417,3720,3720,0.685378,7300200
threads_2,1,400,4165125,3720,3720,0.685489,7300200
threads_2,1,401,4129167,3720,3720,0.685598,7300200
threads_2,1,402,4125750,3720,3720,0.685708,7300200
threads_2,1,403,4288292,3720,3720,0.685817,7300200
threads_2,1,404,4334208,3720,3720,0.685925,7300200
threads_2,1,405,4070209,3720,3720,0.686033,7300200
threads_2,1,406,4207250,3720,3720,0.68614,7300200
threads_2,1,407,4298500,3720,3720,0.686247,7300200
threads_2,1,408,4096417,3720,3720,0.686353,7300200
threads_2,1,409,4118917,3720,3720,0.686459,7300200
threads_2,1,410,4278292,3720,3720,0.686563,7300200
threads_2,1,411,4156875,3720,3720,0.686668,7300200
threads_2,1,412,4246334,3720,3720,0.686772,7300200
threads_2,1,413,4309334,3720,3720,0.686876,7300200
threads_2,1,414,4304709,3720,3720,0.686979,7300200
threads_2,1,415,4296875,3720,3720,0.687082,7300200
threads_2,1,416,4143292,3720,3720,0.687184,7300200
threads_2,1,417,4099250,3720,3720,0.687286,7300200
threads_2,1,418,4287834,3720,3720,0.687387,7300200
threads_2,1,419,4077584,3720,3720,0.687488,7300200
threads_2,1,420,4193167,3720,3720,0.687588,7300200
threads_2,1,421,4348541,3720,3720,0.687688,7300200
threads_2,1,422,4286250,3720,3720,0.687787,7300200
threads_2,1,423,4314500,3720,3720,0.687885,7300200
threads_2,1,424,4125208,3720,3720,0.687984,7300200
threads_2,1,425,4294625,3720,3720,0.688082,7300200
threads_2,1,426,4304250,3720,3720,0.688179,7300200
threads_2,1,427,4290416,3720,3720,0.688275,7300200
threads_2,1,428,4318500,3720,3720,0.688372,7300200
threads_2,1,429,4086917,3720,3720,0.688468,7300200
threads_2,1,430,4147791,3720,3720,0.688563,7300200
threads_2,1,431,4244875,3720,3720,0.688658,7300200
threads_2,1,432,4277708,3720,3720,0.688752,7300200
threads_2,1,433,4078625,3720,3720,0.688847,7300200
threads_2,1,434,4143083,3720,3720,0.68894,7300200
threads_2,1,435,4226250,3720,3720,0.689033,7300200
threads_2,1,436,4318042,3720,3720,0.689125,7300200
threads_2,1,437,4288250,3720,3720,0.689218,7300200
threads_2,1,438,4315666,3720,3720,0.689309,7300200
threads_2,1,439,4059000,3720,3720,0.689401,7300200
threads_2,1,440,4253166,3720,3720,0.689491,7300200
threads_2,1,441,4227208,3720,3720,0.689582,7300200
threads_2,1,442,4301167,3720,3720,0.689672,7300200
threads_2,1,443,4284709,3720,3720,0.689761,7300200
threads_2,1,444,4317250,3720,3720,0.68985,7300200
threads_2,1,445,4317000,3720,3720,0.689939,7300200
threads_2,1,446,4303750,3720,3720,0.690026,7300200
threads_2,1,447,4300416,3720,3720,0.690114,7300200
threads_2,1,448,4045792,3720,3720,0.690201,7300200
threads_2,1,449,4164916,3720,3720,0.690288,7300200
threads_2,1,450,4260750,3720,3720,0.690374,7300200
threads_2,1,451,4129458,3720,3720,0.69046,7300200
threads_2,1,452,4137208,3720,3720,0.690546,7300200
threads_2,1,453,4071625,3720,3720,0.690631,7300200
threads_2,1,454,4182375,3720,3720,0.690716,7300200
threads_2,1,455,4189958,3720,3720,0.6908,7300200
threads_2,1,456,4298709,3720,3720,0.690884,7300200
threads_2,1,457,4321458,3720,3720,0.690967,7300200
threads_2,1,458,4126416,3720,3720,0.69105,7300200
threads_2,1,459,4204375,3720,3720,0.691133,7300200
threads_2,1,460,4100083,3720,3720,0.691215,7300200
threads_2,1,461,4191625,3720,3720,0.691297,7300200
threads_2,1,462,4290708,3720,3720,0.691378,7300200
threads_2,1,463,4300042,3720,3720,0.691459,7300200
threads_2,1,464,4201166,3720,3720,0.691539,7300200
threads_2,1,465,4069709,3720,3720,0.691619,7300200
threads_2,1,466,4142083,3720,3720,0.691699,7300200
threads_2,1,467,4289833,3720,3720,0.691778,7300200
threads_2,1,468,4305125,3720,3720,0.691857,7300200
threads_2,1,469,4040458,3720,3720,0.691936,7300200
threads_2,1,470,4192208,3720,3720,0.692014,7300200
threads_2,1,471,4253667,3720,3720,0.692092,7300200
threads_2,1,472,4081916,3720,3720,0.692169,7300200
threads_2,1,473,4161500,3720,3720,0.692246,7300200
threads_2,1,474,4163667,3720,3720,0.692323,7300200
threads_2,1,475,4323000,3720,3720,0.692399,7300200
threads_2,1,476,4179416,3720,3720,0.692475,7300200
threads_2,1,477,4089875,3720,3720,0.692551,7300200
threads_2,1,478,4133583,3720,3720,0.692626,7300200
threads_2,1,479,4354042,3720,3720,0.6927,7300200
threads_2,1,480,4080042,3720,3720,0.692775,7300200
threads_2,1,481,4226833,3720,3720,0.692849,7300200
threads_2,1,482,4163541,3720,3720,0.692923,7300200
threads_2,1,483,4205875,3720,3720,0.692996,7300200
threads_2,1,484,4303917,3720,3720,0.693069,7300200
threads_2,1,485,4290208,3720,3720,0.693142,7300200
threads_2,1,486,4327208,3720,3720,0.693214,7300200
threads_2,1,487,4081834,3720,3720,0.693286,7300200
threads_2,1,488,4253833,3720,3720,0.693357,7300200
threads_2,1,489,4278042,3720,3720,0.693429,7300200
threads_2,1,490,4321042,3720,3720,0.6935,7300200
threads_2,1,491,4316542,3720,3720,0.69357,7300200
threads_2,1,492,4310084,3720,3720,0.693641,7300200
threads_2,1,493,4303500,3720,3720,0.69371,7300200
threads_2,1,494,4072042,3720,3720,0.69378,7300200
threads_2,1,495,4193750,3720,3720,0.693849,7300200
threads_2,1,496,4172292,3720,3720,0.693917,7300200
threads_2,1,497,4136000,3720,3720,0.693986,7300200
threads_2,1,498,4243250,3720,3720,0.694054,7300200
threads_2,1,499,4309917,3720,3720,0.694121,7300200
threads_2,1,500,4315625,3720,3720,0.694189,7300200
threads_2,1,501,4339042,3720,3720,0.694256,7300200
threads_2,1,502,4327125,3720,3720,0.694323,7300200
threads_2,1,503,4066375,3720,3720,0.694389,7300200
threads_2,1,504,4169583,3720,3720,0.694455,7300200
threads_2,1,505,4142375,3720,3720,0.694521,7300200
threads_2,1,506,4239291,3720,3720,0.694587,7300200
threads_2,1,507,4280334,3720,3720,0.694652,7300200
threads_2,1,508,4044583,3720,3720,0.694716,7300200
threads_2,1,509,4232541,3720,3720,0.694781,7300200
threads_2,1,510,4110792,3720,3720,0.694845,7300200
threads_2,1,511,4187792,3720,3720,0.694909,7300200
threads_2,1,512,4313208,3720,3720,0.694973,7300200
threads_2,1,513,4110416,3720,3720,0.695036,7300200
threads_2,1,514,4258708,3720,3720,0.695099,7300200
threads_2,1,515,4112834,3720,3720,0.695162,7300200
threads_2,1,516,4268375,3720,3720,0.695224,7300200
threads_2,1,517,4338834,3720,3720,0.695286,7300200
threads_2,1,518,4166083,3720,3720,0.695348,7300200
threads_2,1,519,4106209,3720,3720,0.695409,7300200
threads_2,1,520,4250708,3720,3720,0.69547,7300200
threads_2,1,521,4136125,3720,3720,0.695531,7300200
threads_2,1,522,4314541,3720,3720,0.695591,7300200
threads_2,1,523,4110625,3720,3720,0.695651,7300200
threads_2,1,524,4206000,3720,3720,0.695711,7300200
threads_2,1,525,4309625,3720,3720,0.695771,7300200
threads_2,1,526,4359000,3720,3720,0.69583,7300200
threads_2,1,527,4345500,3720,3720,0.695889,7300200
threads_2,1,528,4442167,3720,3720,0.695949,7300200
threads_2,1,529,4368042,3720,3720,0.696007,7300200
threads_2,1,530,4390917,3720,3720,0.696065,7300200
threads_2,1,531,4474125,3720,3720,0.696123,7300200
threads_2,1,532,4280375,3720,3720,0.69618,7300200
threads_2,1,533,4144250,3720,3720,0.696238,7300200
threads_2,1,534,4143542,3720,3720,0.696295,7300200
threads_2,1,535,4180875,3720,3720,0.696352,7300200
threads_2,1,536,4305709,3720,3720,0.696408,7300200
threads_2,1,537,4327375,3720,3720,0.696465,7300200
threads_2,1,538,4375792,3720,3720,0.696521,7300200
threads_2,1,539,4365542,3720,3720,0.696576,7300200
threads_2,1,540,4390875,3720,3720,0.696631,7300200
threads_2,1,541,4456334,3720,3720,0.696687,7300200
threads_2,1,542,4332125,3720,3720,0.696741,7300200
threads_2,1,543,4374166,3720,3720,0.696795,7300200
threads_2,1,544,4391042,3720,3720,0.69685,7300200
threads_2,1,545,4283791,3720,3720,0.696904,7300200
threads_2,1,546,4284792,3720,3720,0.696958,7300200
threads_2,1,547,4305667,3720,3720,0.697011,7300200
threads_2,1,548,4206833,3720,3720,0.697064,7300200
threads_2,1,549,4320167,3720,3720,0.697118,7300200
threads_2,1,550,4327875,3720,3720,0.69717,7300200
threads_2,1,551,4096667,3720,3720,0.697223,7300200
threads_2,1,552,4255875,3720,3720,0.697275,7300200
threads_2,1,553,4222875,3720,3720,0.697327,7300200
threads_2,1,554,4186292,3720,3720,0.697378,7300200
threads_2,1,555,4368041,3720,3720,0.69743,7300200
threads_2,1,556,4397917,3720,3720,0.697481,7300200
threads_2,1,557,4345916,3720,3720,0.697532,7300200
threads_2,1,558,4449917,3720,3720,0.697582,7300200
threads_2,1,559,4372167,3720,3720,0.697633,7300200
threads_2,1,560,4400625,3720,3720,0.697683,7300200
threads_2,1,561,4380125,3720,3720,0.697733,7300200
threads_2,1,562,4402750,3720,3720,0.697783,7300200
threads_2,1,563,4366875,3720,3720,0.697832,7300200
threads_2,1,564,4311750,3720,3720,0.697882,7300200
threads_2,1,565,4276250,3720,3720,0.69793,7300200
threads_2,1,566,4248459,3720,3720,0.697979,7300200
threads_2,1,567,4250459,3720,3720,0.698028,7300200
threads_2,1,568,4344875,3720,3720,0.698076,7300200
threads_2,1,569,4379125,3720,3720,0.698124,7300200
threads_2,1,570,4375166,3720,3720,0.698172,7300200
threads_2,1,571,4355458,3720,3720,0.698219,7300200
threads_2,1,572,4255292,3720,3720,0.698267,7300200
threads_2,1,573,4428375,3720,3720,0.698314,7300200
threads_2,1,574,4378292,3720,3720,0.69836,7300200
threads_2,1,575,4372875,3720,3720,0.698407,7300200
threads_2,1,576,4354750,3720,3720,0.698454,7300200
threads_2,1,577,4226166,3720,3720,0.6985,7300200
threads_2,1,578,4307042,3720,3720,0.698545,7300200
threads_2,1,579,4199250,3720,3720,0.698591,7300200
threads_2,1,580,4337833,3720,3720,0.698637,7300200
threads_2,1,581,4316750,3720,3720,0.698682,7300200
threads_2,1,582,4356541,3720,3720,0.698727,7300200
threads_2,1,583,4342417,3720,3720,0.698771,7300200
threads_2,1,584,4164083,3720,3720,0.698816,7300200
threads_2,1,585,4248542,3720,3720,0.69886,7300200
threads_2,1,586,4312959,3720,3720,0.698904,7300200
threads_2,1,587,4342167,3720,3720,0.698948,7300200
threads_2,1,588,4318500,3720,3720,0.698992,7300200
threads_2,1,589,4141958,3720,3720,0.699036,7300200
threads_2,1,590,4284875,3720,3720,0.699079,7300200
threads_2,1,591,4165041,3720,3720,0.699121,7300200
threads_2,1,592,4206417,3720,3720,0.699164,7300200
threads_2,1,593,4190334,3720,3720,0.699207,7300200
threads_2,1,594,4191833,3720,3720,0.699249,7300200
threads_2,1,595,4282750,3720,3720,0.699291,7300200
threads_2,1,596,4246084,3720,3720,0.699333,7300200
threads_2,1,597,4217125,3720,3720,0.699375,7300200
threads_2,1,598,4322459,3720,3720,0.699417,7300200
threads_2,1,599,4133834,3720,3720,0.699458,7300200
threads_1,1,0,4341666,3720,3720,0.546929,7300200
threads_1,1,1,4361584,3720,3720,0.547722,7300200
threads_1,1,2,4361042,3720,3720,0.548511,7300200
threads_1,1,3,4349541,3720,3720,0.549295,7300200
threads_1,1,4,4377375,3720,3720,0.550076,7300200
threads_1,1,5,4403333,3720,3720,0.550853,7300200
threads_1,1,6,4352375,3720,3720,0.551626,7300200
threads_1,1,7,4370708,3720,3720,0.552396,7300200
threads_1,1,8,4363792,3720,3720,0.553162,7300200
threads_1,1,9,4356583,3720,3720,0.553924,7300200
threads_1,1,10,4361042,3720,3720,0.554682,7300200
threads_1,1,11,4425084,3720,3720,0.555436,7300200
threads_1,1,12,4322875,3720,3720,0.556187,7300200
threads_1,1,13,4353042,3720,3720,0.556933,7300200
threads_1,1,14,4347792,3720,3720,0.557676,7300200
threads_1,1,15,4341417,3720,3720,0.558415,7300200
threads_1,1,16,4366166,3720,3720,0.559151,7300200
threads_1,1,17,4366917,3720,3720,0.559883,7300200
threads_1,1,18,4337167,3720,3720,0.560612,7300200
threads_1,1,19,4140417,3720,3720,0.561337,7300200
threads_1,1,20,4217125,3720,3720,0.562057,7300200
threads_1,1,21,4299125,3720,3720,0.562776,7300200
threads_1,1,22,4334709,3720,3720,0.56349,7300200
threads_1,1,23,4352750,3720,3720,0.5642,7300200
threads_1,1,24,4378500,3720,3720,0.564908,7300200
threads_1,1,25,4360792,3720,3720,0.565612,7300200
threads_1,1,26,4354500,3720,3720,0.566312,7300200
threads_1,1,27,4356084,3720,3720,0.567009,7300200
threads_1,1,28,4344625,3720,3720,0.567702,7300200
threads_1,1,29,4393292,3720,3720,0.568393,7300200
threads_1,1,30,4342375,3720,3720,0.569079,7300200
threads_1,1,31,4332375,3720,3720,0.569762,7300200
threads_1,1,32,4355333,3720,3720,0.570442,7300200
threads_1,1,33,4365333,3720,3720,0.571118,7300200
threads_1,1,34,4355125,3720,3720,0.571792,7300200
threads_1,1,35,4353625,3720,3720,0.572461,7300200
threads_1,1,36,4370542,3720,3720,0.573128,7300200
threads_1,1,37,4365209,3720,3720,0.573792,7300200
threads_1,1,38,4351459,3720,3720,0.574451,7300200
threads_1,1,39,4355125,3720,3720,0.575109,7300200
threads_1,1,40,4421292,3720,3720,0.575762,7300200
threads_1,1,41,4345916,3720,3720,0.576412,7300200
threads_1,1,42,4364584,3720,3720,0.57706,7300200
threads_1,1,43,4337375,3720,3720,0.577703,7300200
threads_1,1,44,4366333,3720,3720,0.578344,7300200
threads_1,1,45,4360333,3720,3720,0.578982,7300200
threads_1,1,46,4367500,3720,3720,0.579617,7300200
threads_1,1,47,4365458,3720,3720,0.580248,7300200
threads_1,1,48,4369166,3720,3720,0.580876,7300200
threads_1,1,49,4362167,3720,3720,0.581501,7300200
threads_1,1,50,4361375,3720,3720,0.582123,7300200
threads_1,1,51,4335084,3720,3720,0.582742,7300200
threads_1,1,52,4372833,3720,3720,0.583358,7300200
threads_1,1,53,4348292,3720,3720,0.583971,7300200
threads_1,1,54,4367666,3720,3720,0.58458,7300200
threads_1,1,55,4355333,3720,3720,0.585187,7300200
threads_1,1,56,4392083,3720,3720,0.585791,7300200
threads_1,1,57,4353417,3720,3720,0.586391,7300200
threads_1,1,58,4355708,3720,3720,0.586989,7300200
threads_1,1,59,4350667,3720,3720,0.587584,7300200
threads_1,1,60,4356959,3720,3720,0.588177,7300200
threads_1,1,61,4345500,3720,3720,0.588766,7300200
threads_1,1,62,4340625,3720,3720,0.589353,7300200
threads_1,1,63,4367792,3720,3720,0.589936,7300200
threads_1,1,64,4352375,3720,3720,0.590517,7300200
threads_1,1,65,4347583,3720,3720,0.591095,7300200
threads_1,1,66,4344292,3720,3720,0.59167,7300200
threads_1,1,67,4380250,3720,3720,0.592242,7300200
threads_1,1,68,4348291,3720,3720,0.592812,7300200
threads_1,1,69,4349125,3720,3720,0.593378,7300200
threads_1,1,70,4350250,3720,3720,0.593942,7300200
threads_1,1,71,4372333,3720,3720,0.594502,7300200
threads_1,1,72,4377000,3720,3720,0.59506,7300200
threads_1,1,73,4360334,3720,3720,0.595615,7300200
threads_1,1,74,4348250,3720,3720,0.596168,7300200
threads_1,1,75,4405833,3720,3720,0.596718,7300200
threads_1,1,76,4362459,3720,3720,0.597265,7300200
threads_1,1,77,4352292,3720,3720,0.59781,7300200
threads_1,1,78,4351833,3720,3720,0.598351,7300200
threads_1,1,79,4373167,3720,3720,0.59889,7300200
threads_1,1,80,4347750,3720,3720,0.599426,7300200
threads_1,1,81,4346667,3720,3720,0.59996,7300200
threads_1,1,82,4351750,3720,3720,0.600492,7300200
threads_1,1,83,4143000,3720,3720,0.60102,7300200
threads_1,1,84,4184625,3720,3720,0.601546,7300200
threads_1,1,85,4216958,3720,3720,0.60207,7300200
threads_1,1,86,4283708,3720,3720,0.602591,7300200
threads_1,1,87,4293666,3720,3720,0.603108,7300200
threads_1,1,88,4295708,3720,3720,0.603624,7300200
threads_1,1,89,4300625,3720,3720,0.604137,7300200
threads_1,1,90,4329458,3720,3720,0.604648,7300200
threads_1,1,91,4354750,3720,3720,0.605156,7300200
threads_1,1,92,4340708,3720,3720,0.605661,7300200
threads_1,1,93,4332458,3720,3720,0.606165,7300200
threads_1,1,94,4346250,3720,3720,0.606666,7300200
threads_1,1,95,4301000,3720,3720,0.607163,7300200
threads_1,1,96,4299416,3720,3720,0.607659,7300200
threads_1,1,97,4217500,3720,3720,0.608152,7300200
threads_1,1,98,4293000,3720,3720,0.608644,7300200
threads_1,1,99,4344791,3720,3720,0.609132,7300200
threads_1,1,100,4363917,3720,3720,0.609618,7300200
threads_1,1,101,4354333,3720,3720,0.610102,7300200
threads_1,1,102,4400041,3720,3720,0.610583,7300200
threads_1,1,103,4358500,3720,3720,0.611062,7300200
threads_1,1,104,4359458,3720,3720,0.611539,7300200
threads_1,1,105,4333917,3720,3720,0.612013,7300200
threads_1,1,106,4374708,3720,3720,0.612485,7300200
threads_1,1,107,4373916,3720,3720,0.612954,7300200
threads_1,1,108,4348959,3720,3720,0.613421,7300200
threads_1,1,109,4336500,3720,3720,0.613886,7300200
threads_1,1,110,4372917,3720,3720,0.614348,7300200
threads_1,1,111,4344291,3720,3720,0.614809,7300200
threads_1,1,112,4364542,3720,3720,0.615267,7300200
threads_1,1,113,4358000,3720,3720,0.615723,7300200
threads_1,1,114,4381500,3720,3720,0.616176,7300200
threads_1,1,115,4354875,3720,3720,0.616627,7300200
threads_1,1,116,4406833,3720,3720,0.617076,7300200
threads_1,1,117,4486125,3720,3720,0.617523,7300200
threads_1,1,118,4393250,3720,3720,0.617968,7300200
threads_1,1,119,4420708,3720,3720,0.61841,7300200
threads_1,1,120,4423125,3720,3720,0.618851,7300200
threads_1,1,121,4361083,3720,3720,0.619288,7300200
threads_1,1,122,4387333,3720,3720,0.619724,7300200
threads_1,1,123,4357167,3720,3720,0.620158,7300200
threads_1,1,124,4362416,3720,3720,0.62059,7300200
threads_1,1,125,4419959,3720,3720,0.621019,7300200
threads_1,1,126,4411416,3720,3720,0.621447,7300200
threads_1,1,127,4352959,3720,3720,0.621872,7300200
threads_1,1,128,4347250,3720,3720,0.622295,7300200
threads_1,1,129,4407042,3720,3720,0.622717,7300200
threads_1,1,130,4358416,3720,3720,0.623136,7300200
threads_1,1,131,4370458,3720,3720,0.623552,7300200
threads_1,1,132,4345667,3720,3720,0.623967,7300200
threads_1,1,133,4373959,3720,3720,0.62438,7300200
threads_1,1,134,4344209,3720,3720,0.624791,7300200
threads_1,1,135,4347333,3720,3720,0.6252,7300200
threads_1,1,136,4353625,3720,3720,0.625607,7300200
threads_1,1,137,4372708,3720,3720,0.626012,7300200
threads_1,1,138,4359667,3720,3720,0.626414,7300200
threads_1,1,139,4368875,3720,3720,0.626815,7300200
threads_1,1,140,4340292,3720,3720,0.627213,7300200
threads_1,1,141,4382791,3720,3720,0.62761,7300200
threads_1,1,142,4363917,3720,3720,0.628005,7300200
threads_1,1,143,4352291,3720,3720,0.628398,7300200
threads_1,1,144,4350959,3720,3720,0.628789,7300200
threads_1,1,145,4424792,3720,3720,0.629178,7300200
threads_1,1,146,4367416,3720,3720,0.629565,7300200
threads_1,1,147,4349250,3720,3720,0.629951,7300200
threads_1,1,148,4370667,3720,3720,0.630334,7300200
threads_1,1,149,4389458,3720,3720,0.630715,7300200
threads_1,1,150,4349833,3720,3720,0.631095,7300200
threads_1,1,151,4263708,3720,3720,0.631473,7300200
threads_1,1,152,4260375,3720,3720,0.631848,7300200
threads_1,1,153,4277042,3720,3720,0.632223,7300200
threads_1,1,154,4302000,3720,3720,0.632595,7300200
threads_1,1,155,4339917,3720,3720,0.632966,7300200
threads_1,1,156,4329041,3720,3720,0.633335,7300200
threads_1,1,157,4354875,3720,3720,0.633702,7300200
threads_1,1,158,4352958,3720,3720,0.634068,7300200
threads_1,1,159,4341417,3720,3720,0.634431,7300200
threads_1,1,160,4345375,3720,3720,0.634792,7300200
threads_1,1,161,4346041,3720,3720,0.635152,7300200
threads_1,1,162,4353167,3720,3720,0.635509,7300200
threads_1,1,163,4350833,3720,3720,0.635865,7300200
threads_1,1,164,4366000,3720,3720,0.63622,7300200
threads_1,1,165,4363167,3720,3720,0.636573,7300200
threads_1,1,166,4355916,3720,3720,0.636924,7300200
threads_1,1,167,4381792,3720,3720,0.637273,7300200
threads_1,1,168,4383000,3720,3720,0.63762,7300200
threads_1,1,169,4368334,3720,3720,0.637965,7300200
threads_1,1,170,4357250,3720,3720,0.638309,7300200
threads_1,1,171,4339333,3720,3720,0.638652,7300200
threads_1,1,172,4360542,3720,3720,0.638992,7300200
threads_1,1,173,4359125,3720,3720,0.639331,7300200
threads_1,1,174,4366416,3720,3720,0.639668,7300200
threads_1,1,175,4357500,3720,3720,0.640004,7300200
threads_1,1,176,4366375,3720,3720,0.640338,7300200
threads_1,1,177,4365834,3720,3720,0.640671,7300200
threads_1,1,178,4355250,3720,3720,0.641002,7300200
threads_1,1,179,4344542,3720,3720,0.641331,7300200
threads_1,1,180,4336042,3720,3720,0.641658,7300200
threads_1,1,181,4365209,3720,3720,0.641984,7300200
threads_1,1,182,4356625,3720,3720,0.642308,7300200
threads_1,1,183,4371917,3720,3720,0.642631,7300200
threads_1,1,184,4353333,3720,3720,0.642952,7300200
threads_1,1,185,4360209,3720,3720,0.643271,7300200
threads_1,1,186,4354666,3720,3720,0.643589,7300200
threads_1,1,187,4359417,3720,3720,0.643906,7300200
threads_1,1,188,4356500,3720,3720,0.64422,7300200
threads_1,1,189,4386375,3720,3720,0.644533,7300200
threads_1,1,190,4361416,3720,3720,0.644845,7300200
threads_1,1,191,4396667,3720,3720,0.645155,7300200
threads_1,1,192,4361500,3720,3720,0.645464,7300200
threads_1,1,193,4360709,3720,3720,0.645771,7300200
threads_1,1,194,4365542,3720,3720,0.646076,7300200
threads_1,1,195,4349541,3720,3720,0.64638,7300200
threads_1,1,196,4346959,3720,3720,0.646683,7300200
threads_1,1,197,4365750,3720,3720,0.646984,7300200
threads_1,1,198,4347667,3720,3720,0.647284,7300200
threads_1,1,199,4337625,3720,3720,0.647582,7300200
threads_1,1,200,4359667,3720,3720,0.647879,7300200
threads_1,1,201,4357333,3720,3720,0.648173,7300200
threads_1,1,202,4343125,3720,3720,0.648467,7300200
threads_1,1,203,4346416,3720,3720,0.64876,7300200
threads_1,1,204,4390375,3720,3720,0.649051,7300200
threads_1,1,205,4360125,3720,3720,0.64934,7300200
threads_1,1,206,4339292,3720,3720,0.649628,7300200
threads_1,1,207,4364291,3720,3720,0.649915,7300200
threads_1,1,208,4355792,3720,3720,0.6502,7300200
threads_1,1,209,4348750,3720,3720,0.650483,7300200
threads_1,1,210,4355292,3720,3720,0.650765,7300200
threads_1,1,211,4366875,3720,3720,0.651047,7300200
threads_1,1,212,4359542,3720,3720,0.651326,7300200
threads_1,1,213,4353375,3720,3720,0.651605,7300200
threads_1,1,214,4393000,3720,3720,0.651881,7300200
threads_1,1,215,4354875,3720,3720,0.652157,7300200
threads_1,1,216,4320542,3720,3720,0.652431,7300200
threads_1,1,217,4348834,3720,3720,0.652703,7300200
threads_1,1,218,4349459,3720,3720,0.652975,7300200
threads_1,1,219,4357750,3720,3720,0.653245,7300200
threads_1,1,220,4367167,3720,3720,0.653514,7300200
threads_1,1,221,4393666,3720,3720,0.653781,7300200
threads_1,1,222,4370833,3720,3720,0.654047,7300200
threads_1,1,223,4379667,3720,3720,0.654312,7300200
threads_1,1,224,4348375,3720,3720,0.654575,7300200
threads_1,1,225,4387542,3720,3720,0.654838,7300200
threads_1,1,226,4334083,3720,3720,0.655099,7300200
threads_1,1,227,4354875,3720,3720,0.655358,7300200
threads_1,1,228,4352416,3720,3720,0.655617,7300200
threads_1,1,229,4363875,3720,3720,0.655874,7300200
threads_1,1,230,4356333,3720,3720,0.65613,7300200
threads_1,1,231,4367792,3720,3720,0.656384,7300200
threads_1,1,232,4359583,3720,3720,0.656638,7300200
threads_1,1,233,4353875,3720,3720,0.65689,7300200
threads_1,1,234,4382666,3720,3720,0.657141,7300200
threads_1,1,235,4363834,3720,3720,0.657391,7300200
threads_1,1,236,4363333,3720,3720,0.657639,7300200
threads_1,1,237,4380333,3720,3720,0.657886,7300200
threads_1,1,238,4350458,3720,3720,0.658132,7300200
threads_1,1,239,4361375,3720,3720,0.658377,7300200
threads_1,1,240,4400333,3720,3720,0.65862,7300200
threads_1,1,241,4382583,3720,3720,0.658862,7300200
threads_1,1,242,4356334,3720,3720,0.659103,7300200
threads_1,1,243,4370625,3720,3720,0.659344,7300200
threads_1,1,244,4354625,3720,3720,0.659582,7300200
threads_1,1,245,4338833,3720,3720,0.65982,7300200
threads_1,1,246,4352542,3720,3720,0.660056,7300200
threads_1,1,247,4369042,3720,3720,0.660292,7300200
threads_1,1,248,4366250,3720,3720,0.660525,7300200
threads_1,1,249,4346917,3720,3720,0.660758,7300200
threads_1,1,250,4352208,3720,3720,0.66099,7300200
threads_1,1,251,4351958,3720,3720,0.661221,7300200
threads_1,1,252,4367875,3720,3720,0.66145,7300200
threads_1,1,253,4342333,3720,3720,0.661678,7300200
threads_1,1,254,4366708,3720,3720,0.661905,7300200
threads_1,1,255,4354125,3720,3720,0.662131,7300200
threads_1,1,256,4356417,3720,3720,0.662356,7300200
threads_1,1,257,4349834,3720,3720,0.66258,7300200
threads_1,1,258,4357959,3720,3720,0.662804,7300200
threads_1,1,259,4359125,3720,3720,0.663025,7300200
threads_1,1,260,4363000,3720,3720,0.663245,7300200
threads_1,1,261,4370750,3720,3720,0.663465,7300200
threads_1,1,262,4365250,3720,3720,0.663683,7300200
threads_1,1,263,4374000,3720,3720,0.6639,7300200
threads_1,1,264,4118916,3720,3720,0.664117,7300200
threads_1,1,265,4195458,3720,3720,0.664332,7300200
threads_1,1,266,4265916,3720,3720,0.664547,7300200
threads_1,1,267,4302958,3720,3720,0.66476,7300200
threads_1,1,268,4304709,3720,3720,0.664971,7300200
threads_1,1,269,4319250,3720,3720,0.665182,7300200
threads_1,1,270,4314250,3720,3720,0.665392,7300200
threads_1,1,271,4331750,3720,3720,0.665601,7300200
threads_1,1,272,4362500,3720,3720,0.665809,7300200
threads_1,1,273,4366500,3720,3720,0.666016,7300200
threads_1,1,274,4353625,3720,3720,0.666222,7300200
threads_1,1,275,4369291,3720,3720,0.666427,7300200
threads_1,1,276,4357958,3720,3720,0.666631,7300200
threads_1,1,277,4357667,3720,3720,0.666834,7300200
threads_1,1,278,4353125,3720,3720,0.667036,7300200
threads_1,1,279,4322208,3720,3720,0.667236,7300200
threads_1,1,280,4342583,3720,3720,0.667437,7300200
threads_1,1,281,4346291,3720,3720,0.667635,7300200
threads_1,1,282,4374042,3720,3720,0.667833,7300200
threads_1,1,283,4342542,3720,3720,0.66803,7300200
